Entry ID,[Entry Name],[Finalized],Category ID,[Category Name],Effect ID,[Effect Name],Scope ID,[Scope Name],Effect Param ID,Effect Param Name,Effect Base,Element ID,[Element Name],Type ID,[Type Name],State Inflict ID,State Inflict Name,State Resist ID,State Resist Name,State ID,[State Name],State Miss%
204,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
205,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
206,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
207,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
208,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
209,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
210,HP Absorb,True,0,S-Move,44,Absorb HP,1,Single PC,2,Vigor,10,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
211,HP Absorb,True,0,S-Move,44,Absorb HP,1,Single PC,2,Vigor,10,4,Yellow,0,Physical,0,Power,0,Power,-1,None,0
212,HP Absorb,False,0,S-Move,44,Absorb HP,1,Single PC,2,Vigor,20,1,Red,0,Physical,0,Power,0,Power,-1,None,0
213,HP Absorb,False,0,S-Move,44,Absorb HP,1,Single PC,2,Vigor,20,2,Purple,0,Physical,0,Power,0,Power,-1,None,0
214,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
215,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
216,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
217,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
218,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
219,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
220,Rapid Fire,True,0,S-Move,0,Damage,1,Single PC,16,Attack,30,4,Yellow,0,Physical,0,Power,0,Power,-1,None,0
221,欠番,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
222,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
223,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
224,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
225,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
226,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
227,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
228,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
229,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
230,Irnagun,False,0,S-Move,0,Damage,1,Single PC,16,Attack,40,3,Blue,0,Physical,0,Power,0,Power,-1,None,0
231,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
232,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
233,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
234,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
235,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
236,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
237,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
238,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
239,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
240,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
241,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
242,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
243,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
244,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
245,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
246,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
247,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
248,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
249,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
250,Wind Slash,False,0,S-Move,0,Damage,103,PC Triangle 60°,16,Attack,15,3,Blue,0,Physical,0,Power,0,Power,-1,None,0
251,Sonic Wave,True,0,S-Move,0,Damage,103,PC Triangle 60°,16,Attack,15,4,Yellow,0,Physical,0,Power,0,Power,-1,None,0
252,欠番,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
253,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
254,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
255,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
256,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
257,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
258,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
259,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
260,Quake,True,0,S-Move,0,Damage,2,All PCs,16,Attack,20,2,Purple,0,Physical,0,Power,0,Power,-1,None,0
261,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
262,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
263,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
264,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
265,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
266,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
267,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
268,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
269,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
270,Self-destruct,True,0,S-Move,62,Defeat User + Damage,200,PCs Nearby S1,16,Attack,40,0,Green,0,Physical,16,Attack,17,Defense,0,Poison,100
271,Poison Explode,True,0,S-Move,62,Defeat User + Damage,200,PCs Nearby S1,16,Attack,40,0,Green,0,Physical,16,Attack,17,Defense,0,Poison,50
272,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
273,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
274,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
275,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
276,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
277,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
278,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
279,ダミー,True,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
280,Chak Mol,False,0,S-Move,72,Fatigue + Damage,2,All PCs,16,Attack,30,0,Green,0,Physical,16,Attack,17,Defense,6,Fatigue,70
281,Golden Flurry,False,0,S-Move,70,Confusion + Damage,2,All PCs,16,Attack,30,3,Blue,0,Physical,16,Attack,17,Defense,4,Confusion,70
282,Bodyguard,False,0,S-Move,43,Call EC,0,None,248,Youjin,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
283,Berserk Rupee,False,0,S-Move,0,Damage,1,Single PC,16,Attack,90,1,Red,0,Physical,0,Power,0,Power,-1,None,0
284,Legendary Fire,False,0,S-Move,72,Fatigue + Damage,1,Single PC,16,Attack,20,1,Red,0,Physical,16,Attack,17,Defense,6,Fatigue,70
285,Legendary Punch,False,0,S-Move,0,Damage,1,Single PC,16,Attack,40,1,Red,0,Physical,0,Power,0,Power,-1,None,0
286,Legendary Charge,False,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
287,Sacri Crystal,False,0,S-Move,31,Recover HP,3,Single EC,400,HP,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
288,Cutlass Wrath,False,0,S-Move,0,Damage,1,Single PC,16,Attack,40,3,Blue,0,Physical,0,Power,0,Power,-1,None,0
289,Revenge,False,0,S-Move,38,Counter% to 100% + Guard,5,Self,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
290,Anita Burst,False,0,S-Move,0,Damage,2,All PCs,16,Attack,30,1,Red,0,Physical,0,Power,0,Power,-1,None,0
291,Anita Shield,False,0,S-Move,39,Block Magic,4,All ECs,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
292,Pipes of Doom,False,0,S-Move,43,Call EC,0,None,251,Zivilyn Bane,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
293,Explosive Powder,False,0,S-Move,0,Damage,2,All PCs,16,Attack,40,1,Red,0,Physical,0,Power,0,Power,-1,None,0
294,Magic Lamp,False,0,S-Move,16,Rem Pos States,2,All PCs,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
295,Medicine Box,False,0,S-Move,78,"Regenerate + Incr Atk, Def & Qck",5,Self,0,HP,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
296,Vase of Echos,False,0,S-Move,26,Decr All Attr,2,All PCs,0,Power,0,6,Neutral,0,Physical,1,Will,1,Will,8,Weak,90
297,Moonstone Blast,False,0,S-Move,68,Unconscious + Damage B,1,Single PC,16,Attack,30,4,Yellow,0,Physical,16,Attack,17,Defense,1,Unconscious,60
298,Charge,False,0,S-Move,43,Call EC,0,None,254,Frock,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
299,Rampage,False,0,S-Move,0,Damage,1,Single PC,16,Attack,70,4,Yellow,0,Physical,0,Power,0,Power,-1,None,0
300,Sidewinder,False,0,S-Move,0,Damage,2,All PCs,16,Attack,30,4,Yellow,0,Physical,0,Power,0,Power,-1,None,0
301,Target Search,False,0,S-Move,-1,None,0,None,0,Power,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
302,Tempest Dance,False,0,S-Move,0,Damage,1,Single PC,16,Attack,40,3,Blue,0,Physical,0,Power,0,Power,-1,None,0
303,Tempest Dance,False,0,S-Move,0,Damage,1,Single PC,16,Attack,50,3,Blue,0,Physical,0,Power,0,Power,-1,None,0
304,Tempest Dance,False,0,S-Move,0,Damage,1,Single PC,16,Attack,60,3,Blue,0,Physical,0,Power,0,Power,-1,None,0
305,Tempest Dance,False,0,S-Move,0,Damage,1,Single PC,16,Attack,50,3,Blue,0,Physical,0,Power,0,Power,-1,None,0
306,Deluge,False,0,S-Move,0,Damage,2,All PCs,16,Attack,25,3,Blue,0,Physical,0,Power,0,Power,-1,None,0
307,Vigoro's Charm,False,0,S-Move,70,Confusion + Damage,1,Single PC,16,Attack,5,1,Red,0,Physical,16,Attack,17,Defense,4,Confusion,0
308,Bodyguard,False,0,S-Move,43,Call EC,0,None,250,Boo,0,6,Neutral,0,Physical,0,Power,0,Power,-1,None,0
